Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
BTN2A2	6p22.2	8.98	8.92	0.54	0.52	0.06	0.430	0.924	(A) Black or African American
GATA1	Xp11.23	1.50	1.37	1.11	1.01	0.13	0.431	0.924	(A) Black or African American
SYT15	10q11.22	4.96	5.05	0.73	0.77	-0.09	0.431	0.924	(B) White
SCAMP4	19p13.3	10.89	10.84	0.34	0.46	0.04	0.431	0.924	(A) Black or African American
WDR1	4p16.1	12.71	12.75	0.39	0.38	-0.05	0.431	0.924	(B) White
ZW10	11q23.2	7.99	7.94	0.49	0.45	0.06	0.431	0.924	(A) Black or African American
COL6A6	3q22.1	0.91	0.99	0.67	0.81	-0.08	0.431	0.924	(B) White
UBAP2	9p13.3	9.51	9.56	0.44	0.42	-0.05	0.431	0.924	(B) White
RBL2	16q12.2	10.74	10.81	0.65	0.67	-0.08	0.431	0.924	(B) White
ZNF214	11p15.4	6.09	6.17	0.74	0.76	-0.09	0.431	0.924	(B) White
ZNF534	19q13.41	2.36	2.28	0.65	0.60	0.07	0.431	0.924	(A) Black or African American
EBF2	8p21.2	0.84	0.70	1.17	1.24	0.14	0.431	0.924	(A) Black or African American
HAND1	5q33.2	0.14	0.10	0.39	0.29	0.04	0.431	0.924	(A) Black or African American
OR51Q1	11p15.4	0.06	0.09	0.20	0.38	-0.03	0.431	0.924	(B) White
BCR	22q11.23	10.72	10.64	0.70	0.52	0.08	0.431	0.924	(A) Black or African American
OR7E5P	11q12.1	0.04	0.06	0.19	0.25	-0.02	0.431	0.924	(B) White
ZNF124	1q44	5.88	5.98	0.90	0.91	-0.11	0.431	0.924	(B) White
AJM1	9q34.3	3.74	3.60	1.23	1.14	0.14	0.431	0.924	(A) Black or African American
DCTD	4q35.1	10.53	10.60	0.56	0.54	-0.07	0.431	0.924	(B) White
MINDY1	1q21.3	9.26	9.19	0.63	0.66	0.07	0.431	0.924	(A) Black or African American
GIGYF1	7q22.1	10.87	10.96	0.82	0.76	-0.09	0.431	0.924	(B) White
LILRB3	19q13.42	5.97	6.14	1.39	1.66	-0.17	0.432	0.924	(B) White
CLDN18	3q22.3	2.08	2.21	1.05	1.12	-0.12	0.432	0.924	(B) White
CRNKL1	20p11.23	9.48	9.52	0.32	0.41	-0.04	0.432	0.924	(B) White
METTL3	14q11.2	8.94	9.00	0.57	0.61	-0.07	0.432	0.924	(B) White
C21ORF62-AS1	21q22.11	3.98	4.08	0.86	0.83	-0.10	0.432	0.924	(B) White
KIF14	1q32.1	3.53	3.71	1.54	1.53	-0.18	0.432	0.924	(B) White
CHPF	2q35	12.09	11.99	0.86	0.87	0.10	0.432	0.924	(A) Black or African American
PPP1R27	17q25.3	0.74	0.83	0.74	0.89	-0.09	0.432	0.924	(B) White
SELENOT	3q25.1	10.93	10.88	0.39	0.36	0.04	0.432	0.924	(A) Black or African American
ZNF658	9q21.11	5.42	5.49	0.64	0.62	-0.07	0.432	0.924	(B) White
POLR2E	19p13.3	11.77	11.82	0.44	0.47	-0.05	0.432	0.924	(B) White
DPH3P1	20q13.33	4.14	4.26	1.08	0.94	-0.12	0.432	0.924	(B) White
BTBD10	11p15.3	8.84	8.79	0.41	0.39	0.05	0.432	0.924	(A) Black or African American
SGPP1	14q23.2	9.32	9.22	0.94	0.66	0.10	0.432	0.924	(A) Black or African American
LSP1	11p15.5	9.85	9.71	1.19	1.38	0.14	0.432	0.924	(A) Black or African American
HEXA	15q23	11.72	11.79	0.56	0.57	-0.07	0.432	0.924	(B) White
TMEM174	5q13.2	4.26	4.51	2.17	2.02	-0.25	0.432	0.924	(B) White
CSTF1	20q13.2-q13.31	9.03	9.07	0.25	0.34	-0.03	0.432	0.924	(B) White
KIF15	3p21.31	3.76	3.90	1.17	1.36	-0.14	0.432	0.924	(B) White
ZFAND1	8q21.13	8.73	8.68	0.40	0.45	0.05	0.432	0.924	(A) Black or African American
AKAP10	17p11.2	8.63	8.75	1.08	0.92	-0.12	0.432	0.924	(B) White
VPS39	15q15.1	10.94	10.91	0.30	0.30	0.03	0.432	0.924	(A) Black or African American
NKX2-6	8p21.2	0.01	0.03	0.11	0.22	-0.02	0.432	0.924	(B) White
C1ORF112	1q24.2	5.73	5.82	0.75	0.65	-0.08	0.432	0.924	(B) White
CREG1	1q24.2	11.44	11.36	0.59	0.80	0.08	0.432	0.924	(A) Black or African American
NBR2	17q21.31	8.16	8.07	0.74	0.88	0.09	0.432	0.924	(A) Black or African American
MAPK9	5q35.3	9.84	9.80	0.36	0.38	0.04	0.433	0.924	(A) Black or African American
DDX47	12p13.1	9.88	9.83	0.39	0.34	0.04	0.433	0.924	(A) Black or African American
PDCD4-AS1	10q25.2	5.77	5.86	0.78	0.83	-0.09	0.433	0.924	(B) White
LINC00482	17q25.3	1.94	2.14	1.73	1.76	-0.20	0.433	0.924	(B) White
UGT2B10	4q13.2	4.35	4.17	1.54	1.41	0.18	0.433	0.924	(A) Black or African American
ARHGAP12	10p11.22	9.19	9.26	0.62	0.52	-0.07	0.433	0.924	(B) White
SUPT20HL2	Xp22.11	0.15	0.10	0.45	0.37	0.05	0.433	0.924	(A) Black or African American
DKFZP434H168	16q13	0.01	0.02	0.06	0.11	-0.01	0.433	0.924	(B) White
OR4L1	14q11.2	0.01	0.00	0.11	0.04	0.01	0.433	0.924	(A) Black or African American
C18ORF32	18q21.1	10.20	10.14	0.52	0.49	0.06	0.433	0.924	(A) Black or African American
KRTAP5-7	11q13.4	0.34	0.41	0.59	0.70	-0.07	0.433	0.924	(B) White
CALR3	19p13.11	0.29	0.24	0.43	0.39	0.05	0.433	0.924	(A) Black or African American
FAM186B	12q13.12	4.81	4.92	0.91	0.80	-0.10	0.433	0.924	(B) White
TSPAN9	12p13.33-p13.32	11.05	10.98	0.57	0.62	0.07	0.433	0.924	(A) Black or African American
NAP1L6	Xq13.2	1.60	1.36	2.05	2.05	0.24	0.433	0.924	(A) Black or African American
POTED	21q11.2	0.11	0.05	0.63	0.40	0.07	0.434	0.924	(A) Black or African American
ASAH2B	10q11.23	2.67	2.49	1.61	1.46	0.18	0.434	0.924	(A) Black or African American
NR1I3	1q23.3	3.62	3.72	0.70	1.02	-0.09	0.434	0.924	(B) White
DOC2A	16p11.2	7.02	7.37	3.09	2.67	-0.35	0.434	0.924	(B) White
CDCA4	14q32.33	7.40	7.33	0.62	0.60	0.07	0.434	0.924	(A) Black or African American
ALPL	1p36.12	7.80	7.99	1.66	1.57	-0.19	0.434	0.924	(B) White
TRMT11	6q22.32	8.08	8.14	0.48	0.53	-0.06	0.434	0.924	(B) White
ZFAND6	15q25.1	10.20	10.16	0.33	0.35	0.04	0.434	0.924	(A) Black or African American
OXER1	2p21	7.17	7.34	1.47	1.43	-0.17	0.434	0.924	(B) White
FRS2	12q15	8.86	8.78	0.69	0.58	0.08	0.434	0.924	(A) Black or African American
ZMIZ1	10q22.3	11.55	11.47	0.77	0.66	0.09	0.434	0.924	(A) Black or African American
CCDC126	7p15.3	6.94	6.87	0.70	0.55	0.08	0.434	0.924	(A) Black or African American
USP54	10q22.2	8.95	9.02	0.64	0.65	-0.07	0.434	0.924	(B) White
LHX2	9q33.3	0.83	0.95	1.02	1.09	-0.12	0.434	0.924	(B) White
RRP12	10q24.1	9.70	9.63	0.55	0.53	0.06	0.434	0.924	(A) Black or African American
CCDC144CP	17p11.2	0.83	0.74	0.80	0.85	0.09	0.434	0.924	(A) Black or African American
DUSP7	3p21.2	7.73	7.64	0.69	0.82	0.08	0.434	0.924	(A) Black or African American
STN1	10q24.33	9.36	9.31	0.50	0.42	0.06	0.434	0.924	(A) Black or African American
WASF2	1p36.11	11.64	11.58	0.44	0.50	0.05	0.434	0.924	(A) Black or African American
IFI35	17q21.31	9.52	9.61	0.74	0.61	-0.08	0.434	0.924	(B) White
SIPA1L2	1q42.2	8.20	8.07	1.14	1.10	0.13	0.434	0.924	(A) Black or African American
RAPGEF4-AS1	2q31.1	0.31	0.26	0.44	0.49	0.05	0.434	0.924	(A) Black or African American
MYO19	17q12	9.64	9.70	0.57	0.61	-0.07	0.435	0.924	(B) White
AFTPH	2p14	10.46	10.41	0.44	0.45	0.05	0.435	0.924	(A) Black or African American
FFAR2	19q13.12	2.53	2.36	1.40	1.42	0.16	0.435	0.924	(A) Black or African American
PTX4	16p13.3	0.18	0.24	0.38	0.68	-0.05	0.435	0.924	(B) White
KIF13B	8p12	10.96	10.89	0.56	0.62	0.07	0.435	0.924	(A) Black or African American
AMELX	Xp22.2	0.03	0.01	0.12	0.09	0.01	0.435	0.924	(A) Black or African American
LRRC8D	1p22.2	9.76	9.70	0.45	0.46	0.05	0.435	0.924	(A) Black or African American
HIST1H3F	6p22.2	0.15	0.20	0.34	0.44	-0.04	0.435	0.924	(B) White
NEUROD2	17q12	0.32	0.39	0.45	0.75	-0.06	0.435	0.924	(B) White
P2RY4	Xq13.1	0.71	0.79	0.74	0.72	-0.08	0.435	0.924	(B) White
MTHFR	1p36.22	10.01	10.10	0.68	0.75	-0.08	0.435	0.924	(B) White
AMBN	4q13.3	0.11	0.15	0.32	0.40	-0.04	0.435	0.924	(B) White
CABLES2	20q13.33	7.23	7.30	0.59	0.63	-0.07	0.435	0.924	(B) White
FGD1	Xp11.22	7.97	7.86	0.88	0.97	0.10	0.435	0.924	(A) Black or African American
ALDH1A2	15q21.3	6.41	6.76	3.03	3.05	-0.35	0.435	0.924	(B) White
UTP23	8q24.11	7.84	7.90	0.47	0.52	-0.06	0.435	0.924	(B) White
SLC23A2	20p13	9.38	9.46	0.67	0.65	-0.08	0.435	0.924	(B) White
C8ORF48	8p22	4.12	3.98	1.21	1.35	0.14	0.436	0.924	(A) Black or African American
SNX19	11q24.3-q25	10.81	10.76	0.49	0.50	0.06	0.436	0.924	(A) Black or African American
PIBF1	13q21.33-q22.1	8.14	8.05	0.77	0.84	0.09	0.436	0.924	(A) Black or African American
CLEC4GP1	19p13.2	0.34	0.43	0.81	0.86	-0.10	0.436	0.924	(B) White
HES2	1p36.31	4.18	4.40	1.91	1.78	-0.22	0.436	0.924	(B) White
SGIP1	1p31.3	4.51	4.28	1.93	1.91	0.22	0.436	0.924	(A) Black or African American
NLGN4Y	Yq11.221	2.76	3.01	2.10	2.40	-0.25	0.436	0.924	(B) White
YJU2	19p13.3	8.82	8.75	0.61	0.61	0.07	0.436	0.924	(A) Black or African American
OR2T1	1q44	0.01	0.00	0.11	0.04	0.01	0.436	0.924	(A) Black or African American
CFAP300	11q22.1	4.58	4.34	2.04	1.89	0.23	0.436	0.924	(A) Black or African American
PTPN23	3p21.31	10.58	10.63	0.45	0.39	-0.05	0.436	0.924	(B) White
WDR78	1p31.3	7.61	7.74	1.20	0.95	-0.13	0.436	0.924	(B) White
PRCD	17q25.1	3.18	3.29	0.98	1.07	-0.12	0.436	0.924	(B) White
ZMAT2	5q31.3	10.59	10.63	0.36	0.39	-0.04	0.436	0.924	(B) White
ABITRAM	9q31.3	8.30	8.25	0.41	0.40	0.05	0.436	0.924	(A) Black or African American
DNAJC5	20q13.33	11.35	11.40	0.41	0.44	-0.05	0.436	0.924	(B) White
CNN3	1p21.3	11.89	11.82	0.66	0.54	0.07	0.436	0.924	(A) Black or African American
SH3GL2	9p22.2	6.83	6.57	2.13	2.33	0.25	0.436	0.924	(A) Black or African American
TMEM203	9q34.3	9.90	9.85	0.43	0.39	0.05	0.436	0.924	(A) Black or African American
PGM2	4p14	8.59	8.51	0.75	0.63	0.08	0.436	0.924	(A) Black or African American
MYPN	10q21.3	0.44	0.52	0.60	0.92	-0.08	0.436	0.924	(B) White
MTTP	4q23	1.98	2.15	1.39	1.77	-0.17	0.436	0.924	(B) White
HR	8p21.3	4.50	4.71	1.74	2.09	-0.21	0.437	0.924	(B) White
CHIT1	1q32.1	8.39	7.99	3.45	3.56	0.40	0.437	0.924	(A) Black or African American
LRRCC1	8q21.2	7.70	7.81	0.92	1.05	-0.11	0.437	0.924	(B) White
OR52E2	11p15.4	0.03	0.01	0.18	0.14	0.02	0.437	0.924	(A) Black or African American
EYA3	1p35.3	6.46	6.60	1.19	1.39	-0.14	0.437	0.924	(B) White
SLFN11	17q12	8.32	8.19	1.10	1.14	0.13	0.437	0.924	(A) Black or African American
SACM1L	3p21.31	9.96	9.90	0.55	0.47	0.06	0.437	0.924	(A) Black or African American
CD274	9p24.1	4.96	4.76	1.83	1.53	0.20	0.437	0.924	(A) Black or African American
CYFIP2	5q33.3	11.46	11.36	0.82	0.85	0.10	0.437	0.924	(A) Black or African American
SNIP1	1p34.3	7.76	7.81	0.44	0.45	-0.05	0.437	0.924	(B) White
CES1	16q12.2	5.40	5.72	2.74	2.98	-0.32	0.437	0.924	(B) White
TRIM35	8p21.2	9.40	9.34	0.52	0.48	0.06	0.437	0.924	(A) Black or African American
SCN10A	3p22.2	0.99	0.85	1.27	1.12	0.14	0.437	0.924	(A) Black or African American
NASP	1p34.1	10.23	10.30	0.57	0.65	-0.07	0.437	0.924	(B) White
RNU4ATAC	2q14.2	0.05	0.03	0.19	0.16	0.02	0.437	0.924	(A) Black or African American
DMAP1	1p34.1	9.50	9.57	0.64	0.59	-0.07	0.437	0.924	(B) White
ARL8A	1q32.1	10.19	10.24	0.35	0.41	-0.04	0.437	0.924	(B) White
NEXN	1p31.1	6.39	6.56	1.41	1.43	-0.16	0.437	0.924	(B) White
VMA21	Xq28	10.36	10.32	0.38	0.38	0.04	0.437	0.924	(A) Black or African American
CYB561	17q23.3	11.18	11.23	0.48	0.48	-0.06	0.437	0.924	(B) White
ANKAR	2q32.2	4.80	4.70	0.88	0.81	0.10	0.437	0.924	(A) Black or African American
GPAA1	8q24.3	11.60	11.54	0.56	0.52	0.06	0.437	0.924	(A) Black or African American
EMILIN3	20q12	2.75	2.96	1.79	1.78	-0.21	0.437	0.924	(B) White
DNM3	1q24.3	5.02	5.16	1.22	1.23	-0.14	0.437	0.924	(B) White
PSMD11	17q11.2	9.84	9.89	0.43	0.49	-0.05	0.438	0.924	(B) White
TDG	12q23.3	8.40	8.34	0.55	0.46	0.06	0.438	0.924	(A) Black or African American
CENPO	2p23.3	5.85	5.93	0.70	0.66	-0.08	0.438	0.924	(B) White
KERA	12q21.33	0.14	0.19	0.36	0.59	-0.05	0.438	0.924	(B) White
TMEM158	3p21.31	4.09	3.93	1.37	1.57	0.16	0.438	0.924	(A) Black or African American
PDCD7	15q22.31	8.55	8.50	0.38	0.36	0.04	0.438	0.924	(A) Black or African American
PSMB6	17p13.2	11.27	11.33	0.57	0.56	-0.07	0.438	0.924	(B) White
PLPPR5	1p21.3	4.98	5.31	2.82	3.02	-0.33	0.438	0.924	(B) White
TRIM71	3p22.3	0.79	0.97	1.51	1.74	-0.18	0.438	0.924	(B) White
NPAS2	2q11.2	10.31	10.41	0.79	0.94	-0.10	0.438	0.924	(B) White
KRTDAP	19q13.12	0.37	0.46	0.71	0.89	-0.09	0.438	0.925	(B) White
MYPOP	19q13.32	7.39	7.44	0.46	0.50	-0.05	0.438	0.925	(B) White
ZNF280C	Xq26.1	5.86	5.95	0.80	0.68	-0.09	0.438	0.925	(B) White
CRHR2	7p14.3	0.49	0.57	0.62	0.84	-0.08	0.438	0.925	(B) White
LAMTOR2	1q22	9.90	9.98	0.70	0.66	-0.08	0.439	0.925	(B) White
LINC00426	13q12.3	2.63	2.50	1.02	1.27	0.12	0.439	0.925	(A) Black or African American
MZT1	13q21.33	8.04	8.09	0.41	0.50	-0.05	0.439	0.925	(B) White
SETD4	21q22.12	8.56	8.50	0.51	0.64	0.06	0.439	0.925	(A) Black or African American
CALHM1	10q24.33	0.30	0.37	0.53	0.77	-0.07	0.439	0.925	(B) White
GCC1	7q32.1	9.07	9.13	0.51	0.52	-0.06	0.439	0.925	(B) White
KIF5A	12q13.3	1.79	1.55	2.25	1.64	0.24	0.439	0.925	(A) Black or African American
KCNA3	1p13.3	3.56	3.38	1.60	1.44	0.18	0.439	0.925	(A) Black or African American
CNTNAP4	16q23.1	0.28	0.17	1.01	0.63	0.11	0.439	0.925	(A) Black or African American
CLEC1A	12p13.2	4.20	4.09	0.97	1.09	0.11	0.439	0.925	(A) Black or African American
ZEB1-AS1	10p11.22	8.09	8.01	0.77	0.80	0.09	0.439	0.926	(A) Black or African American
LRP6	12p13.2	9.59	9.51	0.67	0.71	0.08	0.439	0.926	(A) Black or African American
SEC61G	7p11.2	9.80	9.88	0.70	0.63	-0.08	0.439	0.926	(B) White
SLCO5A1	8q13.3	2.88	3.01	1.11	1.05	-0.13	0.439	0.926	(B) White
RNLS	10q23.31	8.34	8.22	0.96	1.18	0.12	0.439	0.926	(A) Black or African American
HAL	12q23.1	1.99	2.11	1.03	1.17	-0.12	0.440	0.926	(B) White
ZSCAN18	19q13.43	10.51	10.42	0.81	0.82	0.09	0.440	0.926	(A) Black or African American
SEPTIN9	17q25.3	12.69	12.74	0.39	0.53	-0.05	0.440	0.926	(B) White
UCA1	19p13.12	2.90	2.57	2.91	2.64	0.33	0.440	0.926	(A) Black or African American
FN3K	17q25.3	10.20	10.30	0.88	0.89	-0.10	0.440	0.926	(B) White
TXNDC12	1p32.3	10.58	10.63	0.42	0.40	-0.05	0.440	0.926	(B) White
ATP1B1	1q24.2	14.00	13.88	1.11	0.92	0.12	0.440	0.926	(A) Black or African American
PXMP4	20q11.22	8.81	8.92	0.91	0.87	-0.10	0.440	0.926	(B) White
RPL13AP20	12p13.1	5.05	4.96	0.72	0.80	0.08	0.440	0.926	(A) Black or African American
RAMP2	17q21.2	7.14	7.02	1.04	1.08	0.12	0.440	0.926	(A) Black or African American
TSTA3	8q24.3	10.17	10.23	0.56	0.57	-0.06	0.440	0.926	(B) White
TOB2P1	6p22.1	4.01	4.16	1.35	1.37	-0.16	0.440	0.926	(B) White
NKX6-2	10q26.3	0.07	0.10	0.22	0.36	-0.03	0.440	0.926	(B) White
TP53BP1	15q15.3	9.79	9.85	0.57	0.54	-0.06	0.440	0.926	(B) White
ZNF480	19q13.41	8.49	8.43	0.58	0.58	0.07	0.440	0.926	(A) Black or African American
AIM2	1q23.1-q23.2	2.45	2.60	1.20	1.55	-0.15	0.440	0.926	(B) White
TRIM38	6p22.2	10.27	10.34	0.50	0.63	-0.06	0.440	0.926	(B) White
AURKAIP1	1p36.33	10.82	10.91	0.79	0.72	-0.09	0.440	0.926	(B) White
RMND5B	5q35.3	9.53	9.57	0.35	0.35	-0.04	0.440	0.926	(B) White
RFX6	6q22.1	0.15	0.19	0.37	0.49	-0.05	0.440	0.926	(B) White
DNAJA2	16q11.2	10.82	10.77	0.36	0.41	0.04	0.441	0.926	(A) Black or African American
RTP3	3p21.31	0.27	0.36	0.73	0.87	-0.09	0.441	0.926	(B) White
ASPSCR1	17q25.3	9.47	9.55	0.70	0.65	-0.08	0.441	0.926	(B) White
KNDC1	10q26.3	6.57	6.85	2.44	2.33	-0.28	0.441	0.926	(B) White
ADGRF3	2p23.3	3.69	3.83	1.20	1.07	-0.13	0.441	0.926	(B) White
NKTR	3p22.1	10.07	10.19	1.10	1.09	-0.13	0.441	0.926	(B) White
MEIS1	2p14	5.82	6.00	1.53	1.65	-0.18	0.441	0.926	(B) White
LINC00906	19q12	0.99	0.81	1.64	1.54	0.19	0.441	0.926	(A) Black or African American
XRCC2	7q36.1	3.74	3.89	1.29	1.22	-0.15	0.441	0.926	(B) White
ZCCHC4	4p15.2	7.41	7.46	0.53	0.37	-0.06	0.441	0.926	(B) White
CBX8	17q25.3	7.22	7.28	0.48	0.64	-0.06	0.441	0.926	(B) White
MED17	11q21	9.11	9.07	0.41	0.42	0.05	0.441	0.926	(A) Black or African American
RPL32P3	3q21.3	7.17	7.06	0.94	0.97	0.11	0.441	0.926	(A) Black or African American
IFNA16	9p21.3	0.02	0.00	0.17	0.05	0.02	0.441	0.926	(A) Black or African American
DIP2A	21q22.3	9.37	9.30	0.58	0.60	0.07	0.441	0.926	(A) Black or African American
DGUOK	2p13.1	9.45	9.52	0.59	0.53	-0.07	0.441	0.926	(B) White
ANAPC13	3q22.2	10.54	10.49	0.45	0.48	0.05	0.442	0.926	(A) Black or African American
SLC26A4	7q22.3	2.88	3.02	1.18	1.17	-0.13	0.442	0.926	(B) White
CYSTM1	5q31.3	11.63	11.56	0.59	0.65	0.07	0.442	0.926	(A) Black or African American
ZNF684	1p34.2	6.61	6.49	1.13	0.79	0.12	0.442	0.926	(A) Black or African American
RNF2	1q25.3	8.45	8.39	0.50	0.54	0.06	0.442	0.926	(A) Black or African American
APBA1	9q21.12	6.67	6.80	1.21	1.10	-0.14	0.442	0.926	(B) White
C10ORF53	10q11.23	0.26	0.19	0.62	0.53	0.07	0.442	0.926	(A) Black or African American
CMC1	3p24.1	7.73	7.80	0.62	0.60	-0.07	0.442	0.926	(B) White
CLCA4	1p22.3	0.21	0.28	0.53	0.92	-0.07	0.442	0.926	(B) White
GLRA4	Xq22.2	0.10	0.14	0.27	0.53	-0.04	0.442	0.926	(B) White
MSX1	4p16.2	5.02	4.85	1.51	1.40	0.17	0.442	0.926	(A) Black or African American
AARS2	6p21.1	9.21	9.28	0.70	0.44	-0.07	0.442	0.926	(B) White
ECT2	3q26.31	8.15	8.05	0.84	0.93	0.10	0.442	0.926	(A) Black or African American
TENM4	11q14.1	6.21	6.02	1.55	1.84	0.18	0.442	0.926	(A) Black or African American
GAGE12D	Xp11.23	0.42	0.18	2.31	1.31	0.24	0.442	0.926	(A) Black or African American
U2SURP	3q23	10.46	10.54	0.63	0.64	-0.07	0.442	0.926	(B) White
BAGE	21p11.1	0.31	0.17	1.34	0.85	0.14	0.442	0.926	(A) Black or African American
ENHO	9p13.3	3.61	3.48	1.10	1.20	0.13	0.442	0.926	(A) Black or African American
SCNN1B	16p12.2	1.93	1.69	2.20	1.98	0.24	0.442	0.926	(A) Black or African American
ARRDC3	5q14.3	10.49	10.38	1.01	0.90	0.11	0.442	0.926	(A) Black or African American
PARG	10q11.23	8.91	8.84	0.66	0.54	0.07	0.442	0.926	(A) Black or African American
BOLA3	2p13.1	8.45	8.38	0.67	0.71	0.08	0.442	0.926	(A) Black or African American
LRRC14	8q24.3	9.37	9.42	0.45	0.54	-0.05	0.443	0.926	(B) White
CEACAM16	19q13.31-q13.32	0.08	0.12	0.28	0.47	-0.04	0.443	0.926	(B) White
NUDT2	9p13.3	7.90	7.97	0.68	0.69	-0.08	0.443	0.926	(B) White
LINC00597	15q24.3	0.32	0.26	0.49	0.49	0.06	0.443	0.926	(A) Black or African American
AS3MT	10q24.32	8.54	8.38	1.42	1.25	0.16	0.443	0.926	(A) Black or African American
KRBOX4	Xp11.3	7.46	7.52	0.48	0.48	-0.05	0.443	0.926	(B) White
PDZD3	11q23.3	7.71	7.96	2.34	2.02	-0.26	0.443	0.926	(B) White
NOC2L	1p36.33	10.62	10.67	0.48	0.42	-0.05	0.443	0.926	(B) White
COL6A3	2q37.3	8.25	8.03	1.88	2.11	0.22	0.443	0.926	(A) Black or African American
SYNDIG1	20p11.21	4.72	4.90	1.57	1.77	-0.18	0.443	0.926	(B) White
CARS	11p15.4	9.58	9.53	0.42	0.40	0.05	0.443	0.926	(A) Black or African American
GPX8	5q11.2	9.54	9.63	0.85	0.76	-0.09	0.443	0.926	(B) White
IP6K3	6p21.31	3.09	3.38	2.53	2.76	-0.29	0.443	0.926	(B) White
PFDN6	6p21.32	9.30	9.38	0.69	0.80	-0.08	0.443	0.926	(B) White
GCH1	14q22.2	7.14	7.05	0.73	0.68	0.08	0.443	0.926	(A) Black or African American
C4ORF45	4q32.1	0.14	0.11	0.27	0.26	0.03	0.443	0.926	(A) Black or African American
LOC728024	8p11.23	4.21	4.13	0.69	0.77	0.08	0.444	0.927	(A) Black or African American
ADAD2	16q24.1	0.96	0.86	0.81	0.98	0.10	0.444	0.928	(A) Black or African American
PPP3CC	8p21.3	8.02	7.98	0.40	0.49	0.05	0.444	0.928	(A) Black or African American
STX7	6q23.2	11.14	11.09	0.37	0.45	0.04	0.444	0.928	(A) Black or African American
DCAF7	17q23.3	11.74	11.80	0.52	0.59	-0.06	0.444	0.928	(B) White
MAN1C1	1p36.11	6.69	6.49	1.73	1.90	0.20	0.444	0.928	(A) Black or African American
GID8	20q13.33	10.31	10.35	0.32	0.39	-0.04	0.444	0.928	(B) White
OBP2B	9q34.2	0.11	0.16	0.36	0.70	-0.05	0.444	0.928	(B) White
ACOT8	20q13.12	8.91	8.97	0.59	0.54	-0.07	0.444	0.928	(B) White
SAR1A	10q22.1	10.93	10.90	0.30	0.27	0.03	0.444	0.928	(A) Black or African American
SF1	11q13.1	11.70	11.67	0.29	0.27	0.03	0.444	0.928	(A) Black or African American
GTF2H2	5q13.2	6.35	6.52	1.38	1.57	-0.16	0.444	0.928	(B) White
ATP11AUN	13q34	0.81	0.66	1.36	1.13	0.15	0.444	0.928	(A) Black or African American
SNHG28	1q23.2	5.47	5.35	0.98	1.07	0.11	0.445	0.928	(A) Black or African American
MYBL1	8q13.1	6.83	6.71	1.01	0.99	0.11	0.445	0.928	(A) Black or African American
RBM3	Xp11.23	11.61	11.67	0.43	0.51	-0.05	0.445	0.928	(B) White
BRINP3	1q31.1	0.83	0.64	1.72	1.61	0.19	0.445	0.929	(A) Black or African American
TMEM43	3p25.1	11.89	11.97	0.72	0.68	-0.08	0.445	0.929	(B) White
ACY3	11q13.2	8.37	8.63	2.31	2.14	-0.26	0.445	0.929	(B) White
HPSE2	10q24.2	0.32	0.26	0.60	0.50	0.07	0.445	0.929	(A) Black or African American
UEVLD	11p15.1	7.15	7.25	0.86	0.83	-0.10	0.445	0.929	(B) White
APC	5q22.2	9.12	9.03	0.82	0.67	0.09	0.445	0.929	(A) Black or African American
NUP62CL	Xq22.3	6.14	6.02	1.13	0.96	0.12	0.445	0.929	(A) Black or African American
TMEM168	7q31.1	8.88	8.94	0.58	0.48	-0.06	0.445	0.929	(B) White
MYH15	3q13.13	2.23	2.38	1.37	1.24	-0.15	0.445	0.929	(B) White
SLX4IP	20p12.2	3.84	3.98	1.20	1.30	-0.14	0.445	0.929	(B) White
PIP4K2C	12q13.3	10.44	10.37	0.62	0.49	0.07	0.446	0.929	(A) Black or African American
CYP8B1	3p22.1	5.43	5.63	1.86	1.72	-0.21	0.446	0.929	(B) White
FAM169B	15q26.3	1.84	1.66	1.61	1.61	0.18	0.446	0.929	(A) Black or African American
TRIM78P	11p15	3.06	2.92	1.24	1.26	0.14	0.446	0.929	(A) Black or African American
RAD54B	8q22.1	5.59	5.68	0.70	0.87	-0.08	0.446	0.929	(B) White
SAC3D1	11q13.1	7.23	7.32	0.77	0.73	-0.09	0.446	0.929	(B) White
UFSP2	4q35.1	9.57	9.63	0.47	0.50	-0.05	0.446	0.929	(B) White
NCAM1	11q23.2	4.18	4.41	1.97	1.99	-0.22	0.446	0.929	(B) White
FOXI2	10q26.2	0.85	0.97	0.99	1.50	-0.13	0.446	0.929	(B) White
DCLRE1B	1p13.2	7.03	6.97	0.51	0.55	0.06	0.446	0.929	(A) Black or African American
FAM118B	11q24.2	8.48	8.40	0.64	0.62	0.07	0.446	0.929	(A) Black or African American
DMC1	22q13.1	2.15	2.26	0.97	0.96	-0.11	0.446	0.929	(B) White
VWA3B	2q11.2	0.92	1.03	0.91	1.10	-0.11	0.446	0.929	(B) White
CLN6	15q23	10.21	10.13	0.72	0.68	0.08	0.447	0.929	(A) Black or African American
CYB5R1	1q32.1	10.30	10.24	0.53	0.61	0.06	0.447	0.929	(A) Black or African American
AEBP2	12p12.3	9.47	9.41	0.53	0.48	0.06	0.447	0.929	(A) Black or African American
TREML1	6p21.1	2.26	2.14	1.00	1.23	0.12	0.447	0.929	(A) Black or African American
